FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01023,AL,Choctaw County,31.991008,-88.248887,15.2,39907,38.2,116.67%
02068,AK,Denali Borough,63.682732,-150.026719,0.1,75477,26.1,400.00%
02090,AK,Fairbanks North Star Borough,64.690832,-146.599867,13.3,74268,22.3,350.75%
02100,AK,Haines Borough,59.099905,-135.578102,1.1,58943,30,100.00%
02122,AK,Kenai Peninsula Borough,60.366373,-152.321973,3.4,65439,32.2,121.05%
02198,AK,Prince of Wales-Hyder Census Area,55.415683,-132.875734,1.4,49356,37.3,1800.00%
02240,AK,Southeast Fairbanks Census Area,63.864997,-143.218628,0.3,63527,32.6,1250.00%
05141,AR,Van Buren County,35.582959,-92.515977,24.4,40486,43.9,1400.00%
06009,CA,Calaveras County,38.187844,-120.555115,44.7,62984,27.6,142.11%
08007,CO,Archuleta County,37.202395,-107.050863,8.9,53337,21.5,338.46%
08009,CO,Baca County,37.303144,-102.535457,1.5,38294,27.3,1000.00%
08021,CO,Conejos County,37.213407,-106.176447,6.4,38777,32.4,113.33%
08023,CO,Costilla County,37.277547,-105.42894,2.9,31557,23.8,300.00%
08027,CO,Custer County,38.101994,-105.373515,5.8,55242,21,500.00%
08039,CO,Elbert County,39.310817,-104.117928,12.5,98247,24.6,147.73%
08055,CO,Huerfano County,37.687815,-104.959928,4.2,38242,28.7,500.00%
08079,CO,Mineral County,37.651478,-106.9323,0.8,60210,19.3,200.00%
08087,CO,Morgan County,40.262354,-103.807092,22,55387,31.1,178.95%
08093,CO,Park County,39.118914,-105.717648,7.4,72121,29.9,144.44%
08095,CO,Phillips County,40.594712,-102.345105,6.5,52367,27.6,300.00%
08099,CO,Prowers County,37.958181,-102.392161,7.7,42455,25.9,183.33%
08101,CO,Pueblo County,38.170658,-104.489893,66.7,48308,28.7,149.65%
08111,CO,San Juan County,37.781075,-107.670257,1.8,46878,26.7,600.00%
08115,CO,Sedgwick County,40.871568,-102.355358,4.3,40009,30,500.00%
08119,CO,Teller County,38.871994,-105.182552,41.9,64850,25.5,169.70%
15001,HI,Hawaii County,19.597764,-155.502443,45.9,56383,30.4,100.00%
15003,HI,Honolulu County,21.461364,-158.201976,1586.7,83695,26.2,106.01%
15007,HI,Kauai County,22.012038,-159.705965,108.2,73981,30.1,6700.00%
16069,ID,Nez Perce County,46.333766,-116.760903,46.3,54476,32.9,100.00%
17057,IL,Fulton County,40.465688,-90.206793,42.8,51258,34.6,161.76%
17073,IL,Henry County,41.350021,-90.130838,61.3,58042,33.8,116.67%
17093,IL,Kendall County,41.58814,-88.430626,358.2,93345,23.4,127.88%
17103,IL,Lee County,41.747442,-89.299351,49.7,54915,34.2,135.42%
17107,IL,Logan County,40.12907,-89.365308,49,52959,35,321.21%
17109,IL,McDonough County,40.455789,-90.677579,55.3,42887,30.6,406.25%
17113,IL,McLean County,40.494559,-88.844539,143.3,67087,25.1,170.37%
17115,IL,Macon County,39.860237,-88.961529,190.8,50684,34.4,166.98%
17125,IL,Mason County,40.236993,-89.913575,27.2,48764,44.2,228.57%
17141,IL,Ogle County,42.041884,-89.320176,70.5,61794,33.6,138.20%
17169,IL,Schuyler County,40.156905,-90.613464,17.3,52018,37.8,262.50%
17187,IL,Warren County,40.850441,-90.620223,32.6,53532,32.8,191.67%
17201,IL,Winnebago County,42.337396,-89.161205,575.2,53795,32,149.67%
17203,IL,Woodford County,40.789596,-89.210301,73.3,72247,32.1,152.00%
18027,IN,Daviess County,38.696155,-87.076988,73.7,55434,33.8,130.00%
18039,IN,Elkhart County,41.600693,-85.863986,426.5,59251,35.2,176.43%
18075,IN,Jay County,40.434972,-85.00338,55.4,48392,47.2,125.00%
