FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01003,AL,Baldwin County,30.659218,-87.746067,114.6,57588,27.6,-65.18%
01005,AL,Barbour County,31.87067,-85.405456,31,34382,35.7,-54.24%
01007,AL,Bibb County,33.015893,-87.127148,36.8,46064,47.3,-60.29%
01011,AL,Bullock County,32.101759,-85.717261,17.5,29267,39.7,-52.94%
01013,AL,Butler County,31.751667,-86.681969,27,37365,43.9,-77.14%
01015,AL,Calhoun County,33.771706,-85.822513,195.7,45400,32.4,-82.62%
01017,AL,Chambers County,32.917943,-85.391812,57.4,39917,38.4,-77.55%
01019,AL,Cherokee County,34.069515,-85.654242,46.9,42132,38.3,-54.55%
01025,AL,Clarke County,31.685521,-87.818624,20.9,40741,43.7,-65.85%
01029,AL,Cleburne County,33.671981,-85.516109,26.7,46495,39.6,-53.57%
01033,AL,Colbert County,34.703112,-87.801457,91.8,49055,36,-50.59%
01035,AL,Conecuh County,31.428293,-86.992029,15.6,32613,48.8,-93.75%
01039,AL,Covington County,31.243987,-86.448721,36.6,40203,35.4,-84.72%
01041,AL,Crenshaw County,31.732826,-86.319222,22.8,39057,38.8,-69.70%
01045,AL,Dale County,31.430654,-85.609476,89.6,45309,32.7,-83.53%
01047,AL,Dallas County,32.33354,-87.114356,44.8,34035,35.2,-88.89%
01049,AL,DeKalb County,34.460929,-85.803992,91.5,39491,33.3,-64.23%
01053,AL,Escambia County,31.121748,-87.168429,40.5,38418,44.5,-78.22%
01055,AL,Etowah County,34.047638,-86.03442,195.2,44903,32.9,-61.88%
01057,AL,Fayette County,33.732249,-87.752049,27.5,39254,41.5,-73.77%
01061,AL,Geneva County,31.090866,-85.824346,46.6,37823,37.2,-91.84%
01063,AL,Greene County,32.844497,-87.964201,14,28524,36.8,-77.78%
01069,AL,Houston County,31.158193,-85.296398,175.1,47993,31.6,-66.14%
01071,AL,Jackson County,34.763522,-85.9774,49.4,41929,40.8,-63.79%
01073,AL,Jefferson County,33.553444,-86.896536,592.5,55013,26.8,-58.89%
01079,AL,Lawrence County,34.529776,-87.321865,49.7,43909,41.5,-58.46%
01081,AL,Lee County,32.604064,-85.353048,230.8,48937,24.1,-63.16%
01083,AL,Limestone County,34.810239,-86.9814,147.8,64863,30.3,-77.29%
01085,AL,Lowndes County,32.147888,-86.650586,15.8,33973,38.6,-74.07%
01087,AL,Macon County,32.387027,-85.692887,35.2,32495,30.1,-65.31%
01089,AL,Madison County,34.764238,-86.55108,417.7,63755,20.8,-60.93%
01093,AL,Marion County,34.138219,-87.881551,41.5,37887,34.8,-81.54%
01101,AL,Montgomery County,32.203651,-86.203831,292.5,49640,25.5,-76.67%
01103,AL,Morgan County,34.454484,-86.846402,206.3,52797,29.6,-61.73%
01107,AL,Pickens County,33.296809,-88.096878,22.4,37586,36.7,-96.77%
01109,AL,Pike County,31.798726,-85.941997,48.9,37259,33.3,-69.62%
01111,AL,Randolph County,33.296475,-85.464068,39.5,40546,36.3,-73.17%
01115,AL,St. Clair County,33.712963,-86.315663,132.3,57284,36,-66.80%
01117,AL,Shelby County,33.262937,-86.678104,248.5,75663,20.3,-83.43%
01119,AL,Sumter County,32.597481,-88.200057,15.2,27859,37.8,-63.64%
01121,AL,Talladega County,33.369277,-86.175805,111.7,41630,34.9,-74.89%
01125,AL,Tuscaloosa County,33.290202,-87.52286,147.3,52557,29.9,-65.80%
01127,AL,Walker County,33.791571,-87.301092,84.7,45434,37.1,-69.57%
01129,AL,Washington County,31.406974,-88.202078,16.3,44424,43.2,-80.49%
01133,AL,Winston County,34.155888,-87.364147,39.9,41156,37.4,-94.74%
02013,AK,Aleutians East Borough,55.243722,-161.950749,0.4,70081,40.2,-96.88%
02016,AK,Aleutians West Census Area,51.959447,178.338813,1.3,82633,40.5,-94.78%
02050,AK,Bethel Census Area,60.928916,-160.15335,0.4,44304,45.2,-74.39%
02070,AK,Dillingham Census Area,59.824816,-158.602233,0.3,54524,39.2,-88.89%
02150,AK,Kodiak Island Borough,57.553611,-153.630911,2.1,74109,31.3,-54.55%
02220,AK,Sitka City and Borough,57.142509,-135.332624,3.1,71825,28.3,-50.00%
02230,AK,Skagway Municipality,59.575097,-135.335418,2.1,74635,23.4,-66.67%
02290,AK,Yukon-Koyukuk Census Area,65.376131,-151.576855,0,38912,40.3,-93.75%
04001,AZ,Apache County,35.385845,-109.493747,6.4,33652,33.1,-84.20%
04003,AZ,Cochise County,31.881793,-109.75412,21.3,49164,23.5,-75.61%
04005,AZ,Coconino County,35.829692,-111.773728,7.2,60187,21.4,-51.27%
04007,AZ,Gila County,33.789618,-110.81187,11.3,43585,28.6,-77.25%
04009,AZ,Graham County,32.931828,-109.87831,8.1,50157,29.9,-80.77%
04011,AZ,Greenlee County,33.238872,-109.242323,4.6,65818,36.2,-80.00%
