FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01001,AL,Autauga County,32.536382,-86.64449,91.8,59338,32.6,-40.00%
01003,AL,Baldwin County,30.659218,-87.746067,114.6,57588,27.6,-17.69%
01015,AL,Calhoun County,33.771706,-85.822513,195.7,45400,32.4,-28.79%
01023,AL,Choctaw County,31.991008,-88.248887,15.2,39907,38.2,-25.00%
01027,AL,Clay County,33.267809,-85.862051,23.1,39201,36.3,-40.00%
01029,AL,Cleburne County,33.671981,-85.516109,26.7,46495,39.6,-28.57%
01039,AL,Covington County,31.243987,-86.448721,36.6,40203,35.4,-28.57%
01051,AL,Elmore County,32.597229,-86.142739,128.2,60367,32.8,-24.51%
01053,AL,Escambia County,31.121748,-87.168429,40.5,38418,44.5,-27.27%
01073,AL,Jefferson County,33.553444,-86.896536,592.5,55013,26.8,-19.02%
01083,AL,Limestone County,34.810239,-86.9814,147.8,64863,30.3,-12.12%
01091,AL,Marengo County,32.247591,-87.791091,21.5,37733,39.8,-20.00%
01093,AL,Marion County,34.138219,-87.881551,41.5,37887,34.8,-43.64%
01095,AL,Marshall County,34.309564,-86.321668,164.4,46233,31.1,-3.23%
01103,AL,Morgan County,34.454484,-86.846402,206.3,52797,29.6,-15.56%
01107,AL,Pickens County,33.296809,-88.096878,22.4,37586,36.7,-16.67%
01109,AL,Pike County,31.798726,-85.941997,48.9,37259,33.3,-26.67%
01115,AL,St. Clair County,33.712963,-86.315663,132.3,57284,36,-38.71%
01117,AL,Shelby County,33.262937,-86.678104,248.5,75663,20.3,-12.20%
01123,AL,Tallapoosa County,32.863369,-85.799553,58.1,42205,32.9,-34.38%
02050,AK,Bethel Census Area,60.928916,-160.15335,0.4,44304,45.2,-42.86%
02090,AK,Fairbanks North Star Borough,64.690832,-146.599867,13.3,74268,22.3,-7.84%
02110,AK,Juneau City and Borough,58.3727,-134.178781,11.6,79173,20.4,-40.00%
02170,AK,Matanuska-Susitna Borough,62.182174,-149.407974,3.6,74649,32.2,-27.54%
04001,AZ,Apache County,35.385845,-109.493747,6.4,33652,33.1,-3.33%
04005,AZ,Coconino County,35.829692,-111.773728,7.2,60187,21.4,-41.51%
04007,AZ,Gila County,33.789618,-110.81187,11.3,43585,28.6,-47.62%
04015,AZ,Mohave County,35.717705,-113.749689,15,45129,34.8,-11.04%
04019,AZ,Pima County,32.128237,-111.783018,106.7,53395,22.5,-47.23%
04023,AZ,Santa Cruz County,31.525904,-110.84519,38.3,40545,27.2,-13.33%
05005,AR,Baxter County,36.28071,-92.330438,74.9,39686,35,-38.18%
05007,AR,Benton County,36.337825,-94.256187,261.2,68978,29.1,-29.82%
05009,AR,Boone County,36.304308,-93.079204,62.5,44482,33.8,-14.29%
05017,AR,Chicot County,33.267139,-91.297158,18.3,31787,39.2,-33.33%
05023,AR,Cleburne County,35.566288,-92.059974,46.9,44902,40.7,-14.29%
05027,AR,Columbia County,33.21507,-93.226901,32.1,40909,39.9,-40.00%
05031,AR,Craighead County,35.828268,-90.630411,136.4,45615,34.1,-10.26%
05033,AR,Crawford County,35.583041,-94.236224,104.4,47363,37.4,-14.29%
05043,AR,Drew County,33.587242,-91.722778,22.3,42494,35.4,-12.50%
05045,AR,Faulkner County,35.146356,-92.324654,174.8,53882,30.5,-49.54%
05047,AR,Franklin County,35.508573,-93.887672,29.8,43696,40.1,-42.86%
05049,AR,Fulton County,36.383443,-91.819239,19.8,35630,37.2,-28.57%
05055,AR,Greene County,36.119922,-90.565241,72.9,46512,44.2,-15.00%
05063,AR,Independence County,35.737499,-91.559942,48,45596,35.8,-8.33%
05065,AR,Izard County,36.094879,-91.913625,23.6,37828,37.8,-33.33%
05071,AR,Johnson County,35.573359,-93.466322,38.7,39381,41.2,-26.09%
05085,AR,Lonoke County,34.755114,-91.894132,88.7,56651,35.1,-13.33%
05097,AR,Montgomery County,34.545652,-93.664147,12.2,38318,36.5,-33.33%
05103,AR,Ouachita County,33.591158,-92.878418,35.6,37624,41.6,-21.43%
05111,AR,Poinsett County,35.568981,-90.680595,32.4,37370,44.3,-33.33%
05115,AR,Pope County,35.455297,-93.031535,76,45788,35.5,-20.83%
05123,AR,St. Francis County,35.014438,-90.742199,44.5,33257,38.8,-35.29%
05125,AR,Saline County,34.648525,-92.674463,148,63677,31.5,-3.85%
05131,AR,Sebastian County,35.196981,-94.274989,236.4,46843,32,-24.64%
05143,AR,Washington County,35.971209,-94.218417,215.6,50893,26.3,-34.15%
