FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01005,AL,Barbour County,31.87067,-85.405456,31,34382,35.7,-65.62%
01011,AL,Bullock County,32.101759,-85.717261,17.5,29267,39.7,-83.33%
01013,AL,Butler County,31.751667,-86.681969,27,37365,43.9,-75.00%
01019,AL,Cherokee County,34.069515,-85.654242,46.9,42132,38.3,-50.00%
01025,AL,Clarke County,31.685521,-87.818624,20.9,40741,43.7,-71.43%
01031,AL,Coffee County,31.402183,-85.989201,73.6,55122,27.9,-56.25%
01035,AL,Conecuh County,31.428293,-86.992029,15.6,32613,48.8,-66.67%
01037,AL,Coosa County,32.931445,-86.243482,17.7,42423,38.6,-50.00%
01041,AL,Crenshaw County,31.732826,-86.319222,22.8,39057,38.8,-81.82%
01045,AL,Dale County,31.430654,-85.609476,89.6,45309,32.7,-53.85%
01047,AL,Dallas County,32.33354,-87.114356,44.8,34035,35.2,-81.25%
01057,AL,Fayette County,33.732249,-87.752049,27.5,39254,41.5,-75.00%
01059,AL,Franklin County,34.441988,-87.842815,50,39388,36.8,-87.18%
01061,AL,Geneva County,31.090866,-85.824346,46.6,37823,37.2,-77.78%
01069,AL,Houston County,31.158193,-85.296398,175.1,47993,31.6,-65.31%
01075,AL,Lamar County,33.787085,-88.087431,24.1,40936,39.9,-60.00%
01105,AL,Perry County,32.639005,-87.293827,14.7,26814,39.4,-71.43%
01127,AL,Walker County,33.791571,-87.301092,84.7,45434,37.1,-56.16%
01129,AL,Washington County,31.406974,-88.202078,16.3,44424,43.2,-66.67%
02016,AK,Aleutians West Census Area,51.959447,178.338813,1.3,82633,40.5,-69.23%
02198,AK,Prince of Wales-Hyder Census Area,55.415683,-132.875734,1.4,49356,37.3,-50.00%
02220,AK,Sitka City and Borough,57.142509,-135.332624,3.1,71825,28.3,-50.00%
02290,AK,Yukon-Koyukuk Census Area,65.376131,-151.576855,0,38912,40.3,-85.71%
04013,AZ,Maricopa County,33.346541,-112.495534,414.9,65234,22.6,-98.38%
05025,AR,Cleveland County,33.893201,-92.188714,14.5,47600,47.2,-75.00%
05037,AR,Cross County,35.291259,-90.773894,29,41214,41.5,-50.00%
05039,AR,Dallas County,33.967823,-92.653999,12.2,37259,43.4,-50.00%
05041,AR,Desha County,33.828748,-91.244427,16.9,36132,44,-85.71%
05051,AR,Garland County,34.578861,-93.146915,141.7,43610,31.5,-73.47%
05053,AR,Grant County,34.288063,-92.423984,28.3,52050,44.2,-56.25%
05059,AR,Hot Spring County,34.315177,-92.944147,53.5,47205,39.6,-57.14%
05061,AR,Howard County,34.083179,-93.990988,23.4,40199,37.3,-80.00%
05067,AR,Jackson County,35.596605,-91.223178,28.4,36573,41.1,-62.50%
05069,AR,Jefferson County,34.277696,-91.930701,88.9,38596,38.5,-53.33%
05075,AR,Lawrence County,36.041098,-91.101153,29.6,40308,40.4,-50.00%
05077,AR,Lee County,34.77975,-90.779288,17.3,28080,40.8,-66.67%
05079,AR,Lincoln County,33.957665,-91.727624,25.2,44951,50.3,-81.82%
05081,AR,Little River County,33.699497,-94.229774,24.7,43559,42.7,-83.33%
05083,AR,Logan County,35.21855,-93.720563,31.6,41471,45,-60.00%
05087,AR,Madison County,36.012545,-93.724053,18.8,42674,45.6,-60.00%
05107,AR,Phillips County,34.425842,-90.848386,31.3,29945,30.1,-85.71%
05109,AR,Pike County,34.158191,-93.658659,18.8,41534,38.9,-62.50%
05121,AR,Randolph County,36.341299,-91.028441,27.6,37799,35.6,-77.78%
05127,AR,Scott County,34.858869,-94.063641,12.6,35826,43,-66.67%
05133,AR,Sevier County,33.994608,-94.24329,30.2,44100,36.1,-57.69%
05139,AR,Union County,33.168219,-92.598145,40.1,45335,35.2,-64.91%
06011,CA,Colusa County,39.177739,-122.237563,18.6,57249,23.7,-90.91%
06049,CA,Modoc County,41.592919,-120.71837,2.5,45227,32.3,-50.00%
08005,CO,Arapahoe County,39.644632,-104.331733,716.7,76665,20.7,-58.56%
08011,CO,Bent County,37.931891,-103.077584,4.3,37659,48.6,-50.00%
08015,CO,Chaffee County,38.738246,-106.316972,17.6,56168,26.7,-66.67%
08023,CO,Costilla County,37.277547,-105.42894,2.9,31557,23.8,-75.00%
08035,CO,Douglas County,39.326435,-104.926199,339.7,120670,12.2,-61.05%
08063,CO,Kit Carson County,39.30534,-102.603023,3.8,48342,37.7,-50.00%
08073,CO,Lincoln County,38.99374,-103.507555,2.1,46690,53.1,-50.00%
08075,CO,Logan County,40.728091,-103.090464,12.4,53168,32.7,-70.00%
08081,CO,Moffat County,40.573984,-108.204521,2.9,59500,40.4,-75.00%
08089,CO,Otero County,37.88417,-103.72126,14.9,40064,29.2,-75.00%
08095,CO,Phillips County,40.594712,-102.345105,6.5,52367,27.6,-50.00%
08119,CO,Teller County,38.871994,-105.182552,41.9,64850,25.5,-50.00%
