FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
08109,CO,Saguache County,38.033952,-106.246675,1.9,36869,29.8,0.00%
08111,CO,San Juan County,37.781075,-107.670257,1.8,46878,26.7,0.00%
12059,FL,Holmes County,30.866222,-85.812959,41.6,38040,39,0.00%
12085,FL,Martin County,27.079954,-80.398211,269.2,61592,25.2,0.00%
13029,GA,Bryan County,32.017969,-81.438543,69.3,79658,25.6,0.00%
13037,GA,Calhoun County,31.521279,-84.62629,23.9,33393,39.3,0.00%
13061,GA,Clay County,31.619831,-84.992583,16.3,30239,42.3,0.00%
13149,GA,Heard County,33.290968,-85.139594,40,46218,43.5,0.00%
13159,GA,Jasper County,33.314905,-83.687892,37.8,51241,38.9,0.00%
13209,GA,Montgomery County,32.172108,-82.533349,38.1,41834,39,0.00%
13241,GA,Rabun County,34.883026,-83.404735,44,44213,34,0.00%
13251,GA,Screven County,32.744751,-81.617585,22.6,39048,42.7,0.00%
13265,GA,Taliaferro County,33.559314,-82.875208,8.8,34090,47.8,0.00%
13283,GA,Treutlen County,32.409586,-82.570882,34.5,35069,38.9,0.00%
13309,GA,Wheeler County,32.109276,-82.738701,25.1,32691,48.7,0.00%
15005,HI,Kalawao County,21.218764,-156.97401,7.5,NA,27.5,0.00%
15007,HI,Kauai County,22.012038,-159.705965,108.2,73981,30.1,0.00%
16003,ID,Adams County,44.884583,-116.431873,2.9,45311,37.7,0.00%
16023,ID,Butte County,43.6851,-113.177627,1.3,50050,36.9,0.00%
16025,ID,Camas County,43.463396,-114.804427,1,53866,38,0.00%
16035,ID,Clearwater County,46.67257,-115.6535,3.6,46417,34.8,0.00%
17003,IL,Alexander County,37.183683,-89.349506,35,35249,37.8,0.00%
17041,IL,Douglas County,39.766078,-88.222866,48,56976,32.7,0.00%
17059,IL,Gallatin County,37.768677,-88.227964,17.3,43330,40.7,0.00%
17151,IL,Pope County,37.417169,-88.542374,12.1,43053,34.4,0.00%
17155,IL,Putnam County,41.19894,-89.298386,37.5,66319,38.5,0.00%
17169,IL,Schuyler County,40.156905,-90.613464,17.3,52018,37.8,0.00%
17187,IL,Warren County,40.850441,-90.620223,32.6,53532,32.8,0.00%
17191,IL,Wayne County,38.431948,-88.432129,23.5,50471,36.3,0.00%
17203,IL,Woodford County,40.789596,-89.210301,73.3,72247,32.1,0.00%
18021,IN,Clay County,39.393951,-87.115837,75.2,52699,44.4,0.00%
18077,IN,Jefferson County,38.783604,-85.44009,89.9,51031,42.3,0.00%
18115,IN,Ohio County,38.940527,-84.964299,71.1,58022,45.6,0.00%
18125,IN,Pike County,38.397898,-87.232532,38.4,54265,42.6,0.00%
18129,IN,Posey County,38.027614,-87.868653,63.3,68162,38.4,0.00%
19003,IA,Adams County,41.021656,-94.696906,9.5,51577,39.1,0.00%
19019,IA,Buchanan County,42.470328,-91.838666,36.7,59724,38.9,0.00%
19021,IA,Buena Vista County,42.741522,-95.141433,35.2,52683,29.5,0.00%
19069,IA,Franklin County,42.736549,-93.271425,18.4,59367,36,0.00%
19111,IA,Lee County,40.647588,-91.477157,69.3,48241,41,0.00%
19129,IA,Mills County,41.033703,-95.619101,34.4,64271,34.6,0.00%
19147,IA,Palo Alto County,43.075854,-94.667297,16.7,55322,29,0.00%
19151,IA,Pocahontas County,42.734033,-94.678279,12.7,55865,38.6,0.00%
19177,IA,Van Buren County,40.754117,-91.952943,15.6,47905,40.8,0.00%
20007,KS,Barber County,37.222906,-98.685052,4.3,47634,34.9,0.00%
20023,KS,Cheyenne County,39.789256,-101.727302,2.7,43274,30.2,0.00%
20047,KS,Edwards County,37.883595,-99.304746,4.9,46962,27.3,0.00%
20063,KS,Gove County,38.917239,-100.48736,2.5,49626,33.8,0.00%
20069,KS,Gray County,37.744513,-100.451716,6.9,65771,22.3,0.00%
20073,KS,Greenwood County,37.878659,-96.242232,5.9,43083,34.6,0.00%
20075,KS,Hamilton County,37.995244,-101.793689,2.7,51559,35.1,0.00%
20083,KS,Hodgeman County,38.087493,-99.898407,2.2,54058,20.7,0.00%
20093,KS,Kearny County,37.994461,-101.308136,4.6,63248,26.6,0.00%
20097,KS,Kiowa County,37.561231,-99.286539,3.5,64399,27.9,0.00%
20101,KS,Lane County,38.481286,-100.466185,2.4,59240,32.8,0.00%
20109,KS,Logan County,38.91327,-101.157407,2.6,50267,29.4,0.00%
20121,KS,Miami County,38.566772,-94.832963,57,71770,32.2,0.00%
20131,KS,Nemaha County,39.791043,-96.005381,14.2,59567,38.8,0.00%
20181,KS,Sherman County,39.351352,-101.719859,5.7,45966,31.9,0.00%
20183,KS,Smith County,39.78466,-98.78543,4.3,41899,36.6,0.00%
20187,KS,Stanton County,37.565932,-101.789383,3.3,60136,30.2,0.00%
20189,KS,Stevens County,37.202356,-101.315796,7.9,58817,28.6,0.00%
20195,KS,Trego County,38.921302,-99.865423,3.4,48520,30.6,0.00%
20197,KS,Wabaunsee County,38.955154,-96.201262,8.9,59744,34.6,0.00%
20199,KS,Wallace County,38.926626,-101.771103,1.6,51350,27.1,0.00%
21023,KY,Bracken County,38.678523,-84.100355,41.3,56432,44,0.00%
21039,KY,Carlisle County,36.857726,-88.975757,26.9,41249,36.5,0.00%
21063,KY,Elliott County,38.116425,-83.097541,33.5,35446,43.7,0.00%
21129,KY,Lee County,37.605383,-83.718497,37.8,29124,37.2,0.00%
21171,KY,Monroe County,36.714077,-85.713508,33.3,35596,40.2,0.00%
21187,KY,Owen County,38.499603,-84.841509,30.9,48998,50,0.00%
21193,KY,Perry County,37.241282,-83.217772,84.5,33108,34.8,0.00%
21221,KY,Trigg County,36.807681,-87.858652,32.5,49767,31.3,0.00%
21225,KY,Union County,37.658029,-87.95165,43.8,47067,45.9,0.00%
22013,LA,Bienville Parish,32.344268,-93.061513,17.7,34047,41.7,0.00%
22023,LA,Cameron Parish,29.871989,-93.165437,5.3,57299,38.8,0.00%
22029,LA,Concordia Parish,31.469806,-91.626314,29.9,35840,41.4,0.00%
22067,LA,Morehouse Parish,32.820008,-91.800399,35.2,34023,44.2,0.00%
22095,LA,St. John the Baptist Parish,30.117471,-90.504677,215.5,50830,38,0.00%
22107,LA,Tensas Parish,32.001489,-91.342576,8.7,28962,47.1,0.00%
22125,LA,West Feliciana Parish,30.872701,-91.421008,38.8,60296,35.7,0.00%
24011,MD,Caroline County,38.871531,-75.831631,103.5,56627,40.7,0.00%
24031,MD,Montgomery County,39.137382,-77.203063,1978.2,107758,13.3,0.00%
26095,MI,Luce County,46.940602,-85.582368,7.4,43196,38.5,0.00%
26153,MI,Schoolcraft County,46.020758,-86.199352,7.2,44887,44.3,0.00%
27033,MN,Cottonwood County,44.010711,-95.18313,18.3,51788,35.4,0.00%
27051,MN,Grant County,45.930743,-96.010699,11,54917,33.7,0.00%
28051,MS,Holmes County,33.125942,-90.091197,25.4,26449,41.2,0.00%
28077,MS,Lawrence County,31.550009,-90.10753,30,40510,37.3,0.00%
28091,MS,Marion County,31.230126,-89.821736,49.9,36408,39.7,0.00%
28097,MS,Montgomery County,33.500714,-89.639625,26.8,36311,34.3,0.00%
28103,MS,Noxubee County,33.10627,-88.565787,16.6,32167,32.2,0.00%
28125,MS,Sharkey County,32.89249,-90.827388,11.4,28887,24.2,0.00%
29013,MO,Bates County,38.257217,-94.339246,20.4,45955,46.2,0.00%
29049,MO,Clinton County,39.608723,-94.395803,49.5,58641,39.4,0.00%
29065,MO,Dent County,37.60325,-91.495916,20.8,39392,40.4,0.00%
29075,MO,Gentry County,40.209379,-94.40411,13.7,43731,43,0.00%
29081,MO,Harrison County,40.34562,-93.992582,12.4,40639,45.8,0.00%
29085,MO,Hickory County,37.9367,-93.322835,24.1,35025,43.4,0.00%
29091,MO,Howell County,36.774369,-91.887368,43.6,36762,39.6,0.00%
29103,MO,Knox County,40.136776,-92.146809,8.2,39309,46.1,0.00%
29171,MO,Putnam County,40.478606,-93.014531,9.6,40866,41,0.00%
29203,MO,Shannon County,37.15198,-91.398364,8.4,32715,42.5,0.00%
29227,MO,Worth County,40.480482,-94.419129,8.1,43119,42.1,0.00%
30001,MT,Beaverhead County,45.133863,-112.892869,1.7,47674,29.2,0.00%
30003,MT,Big Horn County,45.407869,-107.518163,2.6,40425,35.8,0.00%
30015,MT,Chouteau County,47.886837,-110.436189,1.5,44645,32.5,0.00%
30019,MT,Daniels County,48.794429,-105.541739,1.2,44659,38.2,0.00%
30021,MT,Dawson County,47.272425,-104.901027,3.8,56167,37.1,0.00%
30025,MT,Fallon County,46.318184,-104.405718,1.8,62029,35.7,0.00%
30037,MT,Golden Valley County,46.380624,-109.174586,0.8,38782,40,0.00%
30039,MT,Granite County,46.395358,-113.425683,1.8,48410,33.1,0.00%
30059,MT,Meagher County,46.585706,-110.921781,0.8,44572,40.3,0.00%
30069,MT,Petroleum County,47.141917,-108.226575,0.3,41009,40.5,0.00%
30073,MT,Pondera County,48.230312,-112.219928,3.8,42890,34,0.00%
30079,MT,Prairie County,46.852434,-105.375808,0.7,42754,38.3,0.00%
30101,MT,Toole County,48.645052,-111.733493,2.8,46326,39.1,0.00%
30103,MT,Treasure County,46.209636,-107.280494,0.7,50774,35.6,0.00%
31005,NE,Arthur County,41.570856,-101.697045,0.6,46862,26.4,0.00%
31007,NE,Banner County,41.53975,-103.726263,0.9,53865,29.2,0.00%
31009,NE,Blaine County,41.92523,-99.990771,0.7,44467,31.8,0.00%
31033,NE,Cheyenne County,41.214236,-103.011929,8.4,53132,28.3,0.00%
31043,NE,Dakota County,42.390456,-96.562549,79.5,55522,36.4,0.00%
31049,NE,Deuel County,41.112988,-102.332604,4.4,47097,33.4,0.00%
31051,NE,Dixon County,42.48528,-96.855862,12.6,54635,36.2,0.00%
31053,NE,Dodge County,41.577008,-96.645853,69.4,51682,36.3,0.00%
31057,NE,Dundy County,40.180165,-101.681133,2.2,48574,22.3,0.00%
31061,NE,Franklin County,40.183203,-98.96208,5.6,48778,35.5,0.00%
31069,NE,Garden County,41.659381,-102.328229,1.2,39192,31.3,0.00%
31071,NE,Garfield County,41.905572,-98.922998,3.6,46245,30.5,0.00%
31073,NE,Gosper County,40.509838,-99.824078,4.5,59722,35.1,0.00%
31077,NE,Greeley County,41.5676,-98.530566,4.5,45221,33.8,0.00%
31083,NE,Harlan County,40.178766,-99.403418,6.2,49321,29.1,0.00%
31085,NE,Hayes County,40.535786,-101.05558,1.4,47047,26.6,0.00%
31087,NE,Hitchcock County,40.176896,-101.044217,4.1,43880,37.5,0.00%
31095,NE,Jefferson County,40.175736,-97.143103,13.2,47075,39.9,0.00%
31115,NE,Loup County,41.897714,-99.509764,1.1,47797,35.4,0.00%
31117,NE,McPherson County,41.596473,-101.060237,0.6,53207,24.9,0.00%
31119,NE,Madison County,41.909929,-97.606856,60.9,55226,30.7,0.00%
31121,NE,Merrick County,41.169801,-98.031051,16.2,56493,33,0.00%
31133,NE,Pawnee County,40.13785,-96.245225,6.4,45487,40.1,0.00%
31149,NE,Rock County,42.413325,-99.45853,1.5,48260,38.9,0.00%
31165,NE,Sioux County,42.483806,-103.742605,0.6,50861,31,0.00%
31171,NE,Thomas County,41.84862,-100.506911,0.9,48275,29.3,0.00%
31181,NE,Webster County,40.180646,-98.49859,6.6,45058,34.9,0.00%
32005,NV,Douglas County,38.905129,-119.609019,66.2,70495,24.1,0.00%
32009,NV,Esmeralda County,37.778966,-117.632382,0.2,50179,42.3,0.00%
32011,NV,Eureka County,39.977788,-116.272208,0.5,70036,39,0.00%
32027,NV,Pershing County,40.439639,-118.409477,1.1,42522,33.7,0.00%
34009,NJ,Cape May County,39.086143,-74.847716,386.9,62175,32.6,0.00%
35003,NM,Catron County,33.901814,-108.392097,0.5,34777,42.9,0.00%
35021,NM,Harding County,35.863152,-103.829931,0.3,37544,32.9,0.00%
35041,NM,Roosevelt County,34.021457,-103.482725,8.1,41700,29.7,0.00%
35051,NM,Sierra County,33.119479,-107.188161,2.9,31741,28.4,0.00%
36115,NY,Washington County,43.312377,-73.439428,76.1,55913,38.2,0.00%
37049,NC,Craven County,35.118179,-77.082541,146,50748,25.9,0.00%
37075,NC,Graham County,35.348111,-83.830909,30.3,39502,37.2,0.00%
37157,NC,Rockingham County,36.380927,-79.782889,165.6,41869,34.5,0.00%
38007,ND,Billings County,47.009283,-103.364924,0.7,76235,32,0.00%
38011,ND,Bowman County,46.107807,-103.506586,2.7,62270,30.7,0.00%
38025,ND,Dunn County,47.35461,-102.612365,1.8,66383,35,0.00%
38043,ND,Kidder County,46.935385,-99.742727,1.8,45401,34.9,0.00%
38047,ND,Logan County,46.469278,-99.504585,2,50141,36.1,0.00%
38049,ND,McHenry County,48.233842,-100.633267,2.9,54795,34.1,0.00%
38057,ND,Mercer County,47.303279,-101.820765,8.1,82303,27.1,0.00%
38083,ND,Sheridan County,47.581373,-100.341499,1.4,39439,37.4,0.00%
38087,ND,Slope County,46.445834,-103.462462,0.6,49843,28,0.00%
38091,ND,Steele County,47.458288,-97.718895,2.8,66929,29.2,0.00%
38095,ND,Towner County,48.682183,-99.248158,2.2,51848,32.2,0.00%
39073,OH,Hocking County,39.490343,-82.483445,69.7,50568,44.8,0.00%
39099,OH,Mahoning County,41.01088,-80.770396,580.2,48010,38,0.00%
39115,OH,Morgan County,39.624946,-81.861699,36.2,40557,45.6,0.00%
39137,OH,Putnam County,41.024533,-84.129879,71.5,64304,42.4,0.00%
39147,OH,Seneca County,41.120008,-83.127436,103,52165,46.1,0.00%
40003,OK,Alfalfa County,36.729703,-98.323445,6.5,52952,39.1,0.00%
40025,OK,Cimarron County,36.755276,-102.508735,1.3,46777,37.1,0.00%
40057,OK,Harmon County,34.745971,-99.844194,5.4,38537,23.5,0.00%
40067,OK,Jefferson County,34.105092,-97.838814,8.5,37338,39.4,0.00%
41021,OR,Gilliam County,45.381666,-120.211851,1.6,54325,31.2,0.00%
41055,OR,Sherman County,45.399216,-120.678512,2.1,58838,33,0.00%
42019,PA,Butler County,40.913834,-79.91896,233.1,67161,33.2,0.00%
42071,PA,Lancaster County,40.041992,-76.250198,550.4,66270,35.8,0.00%
45005,SC,Allendale County,32.979784,-81.363421,25.5,29124,44,0.00%
45029,SC,Colleton County,32.83498,-80.655345,36.8,39079,44.1,0.00%
46003,SD,Aurora County,43.724719,-98.577587,3.8,53107,33.6,0.00%
46017,SD,Buffalo County,44.044306,-99.203998,4.1,25973,39.8,0.00%
46021,SD,Campbell County,45.782241,-100.027951,2,45737,36.9,0.00%
46023,SD,Charles Mix County,43.206185,-98.595143,8.3,47412,38.2,0.00%
46045,SD,Edmunds County,45.41168,-99.205362,3.6,58977,35.3,0.00%
46057,SD,Hamlin County,44.680619,-97.178598,11.6,65776,42.3,0.00%
46063,SD,Harding County,45.596612,-103.473867,0.5,55017,32.9,0.00%
46065,SD,Hughes County,44.392258,-99.985846,23,70093,27.8,0.00%
46069,SD,Hyde County,44.537301,-99.492148,1.7,52496,42.8,0.00%
46073,SD,Jerauld County,44.063416,-98.623188,3.9,47689,40.8,0.00%
46089,SD,McPherson County,45.784249,-99.211421,2.2,39850,33.1,0.00%
46095,SD,Mellette County,43.58493,-100.760598,1.6,32780,37.1,0.00%
46101,SD,Moody County,44.012429,-96.676054,12.5,57392,32.8,0.00%
46111,SD,Sanborn County,44.021032,-98.092105,4.1,54874,40,0.00%
46115,SD,Spink County,44.931034,-98.339644,4.3,50590,36.5,0.00%
46119,SD,Sully County,44.722325,-100.131399,1.4,59457,34.7,0.00%
46121,SD,Todd County,43.208172,-100.717204,6.9,31876,29.5,0.00%
46137,SD,Ziebach County,44.981666,-101.669225,1.4,32341,37.6,0.00%
47027,TN,Clay County,36.545765,-85.545718,33.2,34238,46.1,0.00%
47049,TN,Fentress County,36.376079,-84.932703,36,36687,44.3,0.00%
47151,TN,Scott County,36.437239,-84.498386,41.8,35685,45,0.00%
47161,TN,Stewart County,36.511756,-87.851548,29,46565,42.5,0.00%
48007,TX,Aransas County,28.104225,-96.977983,91.9,46912,29.7,0.00%
48023,TX,Baylor County,33.618172,-99.197228,4.3,41180,32.5,0.00%
48081,TX,Coke County,31.877105,-100.635236,3.6,44804,35.1,0.00%
48107,TX,Crosby County,33.609144,-101.29871,6.7,37911,35.9,0.00%
48151,TX,Fisher County,32.740473,-100.40312,4.4,45261,34.3,0.00%
48175,TX,Goliad County,28.6607,-97.430415,8.5,55008,30.7,0.00%
48189,TX,Hale County,34.068436,-101.822888,36.1,42782,33.9,0.00%
48207,TX,Haskell County,33.175965,-99.730773,6.5,40880,34.5,0.00%
48211,TX,Hemphill County,35.816237,-100.284807,4.2,66849,29.3,0.00%
48225,TX,Houston County,31.323036,-95.4216,19.3,39533,36.9,0.00%
48243,TX,Jeff Davis County,30.617087,-104.18786,1,51343,22.7,0.00%
48247,TX,Jim Hogg County,27.041212,-98.700127,4.7,36176,37.6,0.00%
48253,TX,Jones County,32.743709,-99.87443,21.8,43903,40.3,0.00%
48261,TX,Kenedy County,26.890232,-97.591233,0.3,42153,21.1,0.00%
48267,TX,Kimble County,30.479472,-99.746396,3.7,42503,31.1,0.00%
48269,TX,King County,33.614159,-100.250548,0.3,57925,37.7,0.00%
48275,TX,Knox County,33.616657,-99.747112,4.4,39726,32.4,0.00%
48279,TX,Lamb County,34.068862,-102.348018,13.8,42700,32.6,0.00%
48301,TX,Loving County,31.844936,-103.561229,0.1,78637,20,0.00%
48319,TX,Mason County,30.703232,-99.237608,4.3,49560,32.7,0.00%
48323,TX,Maverick County,28.745217,-100.311368,42.4,35594,21.9,0.00%
48353,TX,Nolan County,32.312338,-100.418108,16.7,42522,33.1,0.00%
48395,TX,Robertson County,31.025481,-96.514941,19.4,44917,36.7,0.00%
48411,TX,San Saba County,31.155138,-98.819292,5.4,43827,33.8,0.00%
48413,TX,Schleicher County,30.896233,-100.527216,2.6,47317,24,0.00%
48425,TX,Somervell County,32.217942,-97.769211,45.5,63929,34.5,0.00%
48431,TX,Sterling County,31.835774,-101.054911,1.2,59064,45.9,0.00%
48435,TX,Sutton County,30.517865,-100.505395,2.8,54774,29.9,0.00%
48449,TX,Titus County,33.214599,-94.966783,79.6,45604,32.7,0.00%
48471,TX,Walker County,30.74309,-95.569888,86.5,43681,38.6,0.00%
48493,TX,Wilson County,29.174303,-98.085899,53.4,71207,35.9,0.00%
48501,TX,Yoakum County,33.172397,-102.823771,9.9,61560,28.8,0.00%
49009,UT,Daggett County,40.890099,-109.505786,1.5,58910,41.4,0.00%
49029,UT,Morgan County,41.091027,-111.577885,15.5,98875,17.7,0.00%
49037,UT,San Juan County,37.623064,-109.78932,1.9,42982,30.6,0.00%
49051,UT,Wasatch County,40.334884,-111.161568,20,85380,20.4,0.00%
50013,VT,Grand Isle County,44.801788,-73.300758,85.2,67746,28.1,0.00%
51005,VA,Alleghany County,37.787905,-80.008669,36.5,46538,40,0.00%
51007,VA,Amelia County,37.336131,-77.973218,35.7,57280,39.2,0.00%
51083,VA,Halifax County,36.766461,-78.939614,44.3,43096,37,0.00%
51115,VA,Mathews County,37.425348,-76.268808,104.5,61764,32,0.00%
51131,VA,Northampton County,37.302629,-75.923868,58.5,43157,35.9,0.00%
51157,VA,Rappahannock County,38.684522,-78.168824,27.7,71035,28.7,0.00%
51181,VA,Surry County,37.119761,-76.880172,25.3,54663,34.9,0.00%
51590,VA,Danville city,36.583334,-79.408071,1002.8,36015,29.8,0.00%
53019,WA,Ferry County,48.437246,-118.517074,3.4,40468,34.5,0.00%
54053,WV,Mason County,38.759288,-82.024172,63.4,43050,46.5,0.00%
54075,WV,Pocahontas County,38.332513,-80.012092,9.3,39467,47.5,0.00%
54105,WV,Wirt County,39.020034,-81.382975,24.6,44837,43.2,0.00%
55011,WI,Buffalo County,44.389759,-91.758714,20.2,59087,41.5,0.00%
55013,WI,Burnett County,45.865255,-92.367978,18.8,55295,37.8,0.00%
55078,WI,Menominee County,44.991304,-88.669251,11.8,40682,43.4,0.00%
55091,WI,Pepin County,44.627436,-91.83489,32.2,56348,39.7,0.00%
55105,WI,Rock County,42.669931,-89.075119,223.3,57675,36.4,0.00%
56009,WY,Converse County,42.972839,-105.507367,3.3,68162,38.2,0.00%
56017,WY,Hot Springs County,43.720871,-108.435652,2.4,49356,28,0.00%
56023,WY,Lincoln County,42.228788,-110.679842,4.4,69598,31.8,0.00%
56027,WY,Niobrara County,43.062159,-104.468373,0.9,51036,31.3,0.00%
56041,WY,Uinta County,41.284726,-110.558947,10.1,63401,40.1,0.00%
