FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01009,AL,Blount County,33.977448,-86.567246,88.9,50412,34,3.85%
01021,AL,Chilton County,32.85406,-86.726628,63,47547,44.1,9.52%
01033,AL,Colbert County,34.703112,-87.801457,91.8,49055,36,33.33%
01043,AL,Cullman County,34.131923,-86.869267,109.4,45796,35.6,16.67%
01055,AL,Etowah County,34.047638,-86.03442,195.2,44903,32.9,4.65%
01077,AL,Lauderdale County,34.904122,-87.650997,138.8,48707,36,15.38%
01081,AL,Lee County,32.604064,-85.353048,230.8,48937,24.1,34.21%
01097,AL,Mobile County,30.684573,-88.196568,335.9,43598,33.5,19.69%
01101,AL,Montgomery County,32.203651,-86.203831,292.5,49640,25.5,1.60%
01111,AL,Randolph County,33.296475,-85.464068,39.5,40546,36.3,6.25%
01121,AL,Talladega County,33.369277,-86.175805,111.7,41630,34.9,10.42%
01133,AL,Winston County,34.155888,-87.364147,39.9,41156,37.4,46.67%
02020,AK,Anchorage Municipality,61.177549,-149.274354,171.2,82113,23.8,1.03%
02122,AK,Kenai Peninsula Borough,60.366373,-152.321973,3.4,65439,32.2,7.69%
04003,AZ,Cochise County,31.881793,-109.75412,21.3,49164,23.5,3.64%
05003,AR,Ashley County,33.190835,-91.772267,23.6,41127,39.9,16.67%
05013,AR,Calhoun County,33.56046,-92.513879,8.5,44969,43.6,33.33%
05015,AR,Carroll County,36.337774,-93.541663,43.6,45023,34.6,33.33%
05035,AR,Crittenden County,35.211878,-90.315331,83.5,42606,35,28.57%
05091,AR,Miller County,33.305505,-93.901509,69.5,42162,35.9,37.04%
05093,AR,Mississippi County,35.766943,-90.052209,51.6,36718,38.6,22.22%
05119,AR,Pulaski County,34.773988,-92.316515,503.8,49957,26.2,3.42%
06007,CA,Butte County,39.665959,-121.601919,134.4,50945,22.7,11.43%
06013,CA,Contra Costa County,37.919479,-121.951543,1465.2,101463,17.6,6.23%
06015,CA,Del Norte County,41.749903,-123.980998,28.4,48518,31.5,22.73%
06017,CA,El Dorado County,38.785532,-120.534398,106,81869,21.2,11.11%
06023,CA,Humboldt County,40.706673,-123.925818,37.7,49471,23.5,19.51%
06033,CA,Lake County,39.094802,-122.746757,51.5,45086,30.1,4.55%
06039,CA,Madera County,37.210039,-119.749852,70.6,53632,25,12.00%
06051,CA,Mono County,37.915836,-118.875167,4.7,66499,22.8,28.57%
06055,CA,Napa County,38.507351,-122.325995,182.4,85624,18,47.22%
06061,CA,Placer County,39.062032,-120.722718,247.6,89175,18.2,16.22%
06063,CA,Plumas County,39.99517,-120.829516,7.8,55079,25.2,20.00%
06073,CA,San Diego County,33.023604,-116.776117,735.8,78777,18.4,22.04%
06083,CA,Santa Barbara County,34.537378,-120.038485,155,75646,17.9,3.14%
06095,CA,Solano County,38.267226,-121.939594,503,82808,23.3,45.13%
06101,CA,Sutter County,39.035257,-121.702758,157.3,57879,23.9,35.29%
06111,CA,Ventura County,34.358742,-119.133143,446.7,84170,18.9,41.90%
06113,CA,Yolo County,38.679268,-121.903178,197.9,67804,18.5,3.77%
06115,CA,Yuba County,39.270026,-121.34428,114.2,47504,23.1,26.09%
08013,CO,Boulder County,40.094826,-105.398382,405.6,83591,12.3,30.00%
08025,CO,Crowley County,38.321956,-103.787562,7.4,35880,41.7,35.71%
08037,CO,Eagle County,39.630638,-106.692944,31,86896,15.7,10.98%
08039,CO,Elbert County,39.310817,-104.117928,12.5,98247,24.6,21.05%
08041,CO,El Paso County,38.827383,-104.527472,292.6,67923,20.2,34.70%
08049,CO,Grand County,40.123289,-106.095876,8,69214,26.5,14.29%
08055,CO,Huerfano County,37.687815,-104.959928,4.2,38242,28.7,25.00%
08059,CO,Jefferson County,39.58646,-105.245601,699.5,85550,20.6,0.51%
08071,CO,Las Animas County,37.318831,-104.04411,3.2,41485,28.8,12.50%
08083,CO,Montezuma County,37.338025,-108.595786,12.6,50180,29.4,20.00%
08097,CO,Pitkin County,39.217533,-106.915943,17.7,89034,14.8,34.04%
08117,CO,Summit County,39.621023,-106.137555,46,80078,19,37.14%
08123,CO,Weld County,40.555794,-104.383649,63.4,75629,27.5,17.97%
09001,CT,Fairfield County,41.228103,-73.366757,1467.2,91183,21.7,14.90%
09003,CT,Hartford County,41.806053,-72.732916,1216.2,73037,26.9,20.30%
09005,CT,Litchfield County,41.791897,-73.235428,206.3,76304,29.7,35.23%
09009,CT,New Haven County,41.349717,-72.900204,1426.7,67720,30.9,4.91%
09013,CT,Tolland County,41.858076,-72.340977,372.2,89584,27.5,8.33%
10001,DE,Kent County,39.097088,-75.502982,276.9,54980,33.2,19.47%
12003,FL,Baker County,30.324442,-82.302284,46.3,52804,42.8,42.86%
12011,FL,Broward County,26.19352,-80.476658,1444.9,57200,27.4,6.40%
12015,FL,Charlotte County,26.868826,-81.940858,235.2,52724,33.8,7.22%
12021,FL,Collier County,26.118713,-81.400884,160.9,70649,25.4,11.49%
12023,FL,Columbia County,30.221305,-82.623127,84.7,46195,36.1,43.75%
12035,FL,Flagler County,29.474894,-81.286362,197.1,58975,33.9,37.33%
12039,FL,Gadsden County,30.57917,-84.612783,89.8,42259,36.6,7.14%
12057,FL,Hillsborough County,27.90659,-82.349568,1204.9,58361,27.1,15.55%
12063,FL,Jackson County,30.787812,-85.210374,54.2,39545,37.4,19.05%
12069,FL,Lake County,28.764113,-81.712282,316.6,52447,32.9,6.35%
12071,FL,Lee County,26.552134,-81.89225,788.7,56343,30.8,4.91%
12081,FL,Manatee County,27.481386,-82.365784,434.5,59587,30.4,5.50%
12086,FL,Miami-Dade County,25.610494,-80.499045,1315.5,52043,27.7,0.31%
12089,FL,Nassau County,30.605926,-81.764929,113,66898,32.7,12.50%
12095,FL,Orange County,28.514435,-81.323295,1268.5,58037,24.5,14.42%
12097,FL,Osceola County,28.059027,-81.139312,202.4,50473,31.9,10.43%
12105,FL,Polk County,27.953115,-81.692783,334.9,51354,35.4,13.37%
12115,FL,Sarasota County,27.184386,-82.365835,682.6,61652,29.1,3.09%
12117,FL,Seminole County,28.690079,-81.13198,1367,67187,21.7,7.12%
12119,FL,Sumter County,28.714294,-82.074715,170.8,55324,30.2,13.19%
12127,FL,Volusia County,29.057617,-81.161813,449.2,50285,32.2,15.62%
12129,FL,Wakulla County,30.140378,-84.375136,50.8,58203,35.9,40.00%
13011,GA,Banks County,34.351922,-83.498441,79.3,55384,40.6,33.33%
13013,GA,Barrow County,33.992009,-83.712303,432.7,61413,34.4,9.72%
13015,GA,Bartow County,34.240918,-84.838188,217.9,57409,33,19.57%
13021,GA,Bibb County,32.808844,-83.694193,622.8,41390,31.6,1.49%
13031,GA,Bulloch County,32.393408,-81.74381,104.4,43766,27.3,46.67%
13043,GA,Candler County,32.403986,-82.071446,45.3,35841,36.1,33.33%
13057,GA,Cherokee County,34.244317,-84.475057,508.3,82733,22.8,32.57%
13067,GA,Cobb County,33.93994,-84.574166,2026.4,78603,18.7,21.58%
13089,GA,DeKalb County,33.770661,-84.226343,2585.7,63477,20.8,33.20%
13099,GA,Early County,31.324191,-84.906723,21.5,34984,36,25.00%
13107,GA,Emanuel County,32.5911,-82.299763,33.2,37574,42.9,36.36%
13115,GA,Floyd County,34.263677,-85.21373,188.9,44906,33.1,25.93%
13117,GA,Forsyth County,34.225143,-84.127336,783.5,105921,16.6,34.58%
13121,GA,Fulton County,33.790034,-84.468182,1748,70808,18.3,13.92%
13135,GA,Gwinnett County,33.959101,-84.022938,1871.2,72008,22.8,6.49%
13139,GA,Hall County,34.317588,-83.818497,457.5,61631,27.5,16.38%
13143,GA,Haralson County,33.795165,-85.220062,102,47662,36.6,45.45%
13147,GA,Hart County,34.348733,-82.96329,108.5,47171,36.7,10.00%
13151,GA,Henry County,33.452881,-84.15444,633,72970,31.1,7.69%
13157,GA,Jackson County,34.134157,-83.565133,178.1,68984,32.3,17.31%
13165,GA,Jenkins County,32.794563,-81.971524,24,31419,40.5,33.33%
13169,GA,Jones County,33.020226,-83.562339,72.8,55737,36.7,22.22%
13171,GA,Lamar County,33.07446,-84.146721,99.8,48323,40.1,33.33%
13179,GA,Liberty County,31.807245,-81.457969,129.5,47685,32,8.11%
13189,GA,McDuffie County,33.482464,-82.473188,85,42768,40.5,18.18%
13205,GA,Mitchell County,31.22894,-84.192407,45.9,36788,38.2,25.00%
13211,GA,Morgan County,33.593732,-83.492324,51.4,57978,34.8,12.50%
13217,GA,Newton County,33.544046,-83.855189,367.3,56598,33.6,14.46%
13223,GA,Paulding County,33.920903,-84.866979,455.8,73309,33.1,16.54%
13233,GA,Polk County,33.995961,-85.186826,133.6,43679,39.6,44.00%
13281,GA,Towns County,34.90265,-83.732158,62.9,45853,30.8,20.00%
13295,GA,Walker County,34.735827,-85.305385,154,43767,36.2,44.12%
13297,GA,Walton County,33.782649,-83.734215,257.2,65416,37.8,3.74%
15003,HI,Honolulu County,21.461364,-158.201976,1586.7,83695,26.2,16.27%
16001,ID,Ada County,43.447861,-116.244456,372.8,66827,23,16.33%
16005,ID,Bannock County,42.692939,-112.228986,74.5,51300,26.5,3.06%
16051,ID,Jefferson County,43.796965,-112.318588,23.9,61927,27.7,5.00%
16075,ID,Payette County,44.00274,-116.748655,55.6,51835,33.7,13.33%
16081,ID,Teton County,43.760994,-111.211765,22.6,68749,16.2,33.33%
17007,IL,Boone County,42.318983,-88.824295,193,74507,35.2,39.13%
17015,IL,Carroll County,42.059084,-89.926485,34.6,51963,41.5,16.67%
17021,IL,Christian County,39.545524,-89.279593,49.1,52936,41.9,33.33%
17031,IL,Cook County,41.894294,-87.645455,5495.1,63347,23.3,42.13%
17037,IL,DeKalb County,41.894613,-88.768991,166.6,63274,25.5,6.82%
17043,IL,DuPage County,41.852058,-88.086038,2799.8,93540,18.3,46.94%
17063,IL,Grundy County,41.29241,-88.401055,119.8,79348,33,20.93%
17069,IL,Hardin County,37.517852,-88.266148,24.3,41713,32.9,25.00%
17073,IL,Henry County,41.350021,-90.130838,61.3,58042,33.8,45.00%
17089,IL,Kane County,41.939594,-88.42804,990.8,79834,22.5,5.38%
17097,IL,Lake County,42.326444,-87.436118,1585.6,87336,21.1,13.39%
17099,IL,LaSalle County,41.343341,-88.885931,100.4,54063,35.6,16.67%
17105,IL,Livingston County,40.894376,-88.552852,37.3,59323,43.1,33.33%
17111,IL,McHenry County,42.324298,-88.452245,511.9,86268,26.2,43.41%
17113,IL,McLean County,40.494559,-88.844539,143.3,67087,25.1,23.58%
17119,IL,Madison County,38.827082,-89.900195,376.3,60121,30.7,16.56%
17121,IL,Marion County,38.648396,-88.920221,68.9,46096,35.2,41.67%
17133,IL,Monroe County,38.277983,-90.179078,85.6,88481,29.2,33.33%
17135,IL,Montgomery County,39.228092,-89.478007,42.8,53138,39.9,22.22%
17139,IL,Moultrie County,39.636896,-88.625726,44.2,59901,33.2,16.67%
17159,IL,Richland County,38.71155,-88.085698,45.1,48152,29.9,16.67%
17173,IL,Shelby County,39.384926,-88.798862,29.5,56509,44.9,27.27%
17177,IL,Stephenson County,42.349726,-89.665994,84.5,47357,36,4.35%
18017,IN,Cass County,40.753799,-86.355169,94.5,48598,38.3,40.74%
18019,IN,Clark County,38.476217,-85.711122,295.6,56774,34.2,8.70%
18033,IN,DeKalb County,41.401189,-85.000185,116.4,58987,41.8,46.15%
18039,IN,Elkhart County,41.600693,-85.863986,426.5,59251,35.2,12.10%
18047,IN,Franklin County,39.409762,-85.066964,60.1,62251,42.8,20.00%
18053,IN,Grant County,40.515758,-85.654946,169.2,45138,40.6,3.57%
18057,IN,Hamilton County,40.04987,-86.020586,696.4,101740,15.3,27.07%
18061,IN,Harrison County,38.18644,-86.103681,81.2,60379,40.1,15.79%
18063,IN,Hendricks County,39.768749,-86.510287,357.4,80834,27.2,3.12%
18081,IN,Johnson County,39.495986,-86.0946,435.8,69880,31,32.95%
18085,IN,Kosciusko County,41.244293,-85.861575,145.6,57367,35.2,16.13%
18089,IN,Lake County,41.472239,-87.374337,994.1,55280,35,3.90%
18105,IN,Monroe County,39.160751,-86.523325,349.7,48883,21.9,38.33%
18131,IN,Pulaski County,41.045272,-86.692538,30.9,49730,47,14.29%
18133,IN,Putnam County,39.665545,-86.853325,79,54718,43.8,10.71%
18141,IN,St. Joseph County,41.617699,-86.288159,583,54674,30.7,7.05%
18151,IN,Steuben County,41.643437,-85.002467,110.7,58295,38.3,25.00%
18153,IN,Sullivan County,39.089225,-87.415843,48,47554,44.7,20.00%
18165,IN,Vermillion County,39.854045,-87.462071,63.1,49287,44.2,25.00%
18167,IN,Vigo County,39.429143,-87.390375,267.4,48335,32.2,20.37%
18173,IN,Warrick County,38.097764,-87.272023,155.1,75534,31.4,15.00%
18177,IN,Wayne County,39.863091,-85.006735,171.5,45130,38,4.35%
18183,IN,Whitley County,41.136426,-85.501892,99.2,67758,39.7,11.11%
19001,IA,Adair County,41.328528,-94.478164,13.5,54282,43.1,12.50%
19023,IA,Butler County,42.734708,-92.780066,25.6,57971,37.8,20.00%
19025,IA,Calhoun County,42.38617,-94.643683,17,54865,36.4,33.33%
19055,IA,Delaware County,42.473003,-91.359443,30.7,61342,43.1,9.09%
19059,IA,Dickinson County,43.389611,-95.196057,43.8,55603,28.1,4.76%
19079,IA,Hamilton County,42.390768,-93.709198,27.2,56738,31.4,20.00%
19083,IA,Hardin County,42.389955,-93.241081,30.8,55303,34.4,25.00%
19085,IA,Harrison County,41.688584,-95.827149,21.4,60044,38,16.67%
19089,IA,Howard County,43.365313,-92.321908,20.2,53500,40.8,33.33%
19109,IA,Kossuth County,43.212478,-94.213983,16,55486,37.6,33.33%
19113,IA,Linn County,42.077951,-91.597674,294.6,64878,27.1,2.78%
19135,IA,Monroe County,41.028847,-92.869642,18.4,56541,40.7,20.00%
19141,IA,O'Brien County,43.083746,-95.625624,25.1,53147,38,23.53%
19155,IA,Pottawattamie County,41.340184,-95.544905,98,56337,33.1,40.98%
19167,IA,Sioux County,43.082854,-96.177929,43.9,70162,31.4,34.62%
19171,IA,Tama County,42.074848,-92.529412,24.6,56954,40,16.67%
19175,IA,Union County,41.02855,-94.245091,29.6,49887,36.3,16.67%
