FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01007,AL,Bibb County,33.015893,-87.127148,36.8,46064,47.3,100.00%
01063,AL,Greene County,32.844497,-87.964201,14,28524,36.8,700.00%
01065,AL,Hale County,32.752796,-87.623061,24.5,34724,42.6,400.00%
01067,AL,Henry County,31.516978,-85.239971,30.8,46027,33.5,350.00%
01071,AL,Jackson County,34.763522,-85.9774,49.4,41929,40.8,181.25%
01087,AL,Macon County,32.387027,-85.692887,35.2,32495,30.1,128.57%
02013,AK,Aleutians East Borough,55.243722,-161.950749,0.4,70081,40.2,100.00%
02068,AK,Denali Borough,63.682732,-150.026719,0.1,75477,26.1,100.00%
02185,AK,North Slope Borough,69.449343,-153.47283,0.1,89276,43,250.00%
02240,AK,Southeast Fairbanks Census Area,63.864997,-143.218628,0.3,63527,32.6,100.00%
04012,AZ,La Paz County,33.727625,-114.038793,4.6,37350,33,500.00%
04017,AZ,Navajo County,35.390934,-110.320908,10.8,40650,30.1,2200.00%
04021,AZ,Pinal County,32.91891,-111.367257,70,58848,29.7,117.17%
04027,AZ,Yuma County,32.773942,-113.910905,35.5,44116,25.9,4900.00%
05001,AR,Arkansas County,34.289574,-91.376547,19.2,43887,38.3,1500.00%
05011,AR,Bradley County,33.463819,-92.168164,17.7,37729,41.6,150.00%
05089,AR,Marion County,36.266656,-92.678588,27.9,36581,36.8,220.00%
05101,AR,Newton County,35.910063,-93.215084,10.1,36078,40.8,100.00%
05105,AR,Perry County,34.946363,-92.926877,18.9,45342,40.7,100.00%
05113,AR,Polk County,34.490915,-94.230884,24.1,39048,37.4,328.57%
05129,AR,Searcy County,35.90966,-92.699351,12.3,31659,45.1,200.00%
05137,AR,Stone County,35.856989,-92.140494,20.4,34009,36.3,300.00%
05147,AR,Woodruff County,35.189071,-91.244418,12.4,34306,42.5,200.00%
06025,CA,Imperial County,33.040816,-115.355395,41.8,46633,24.5,161.54%
06035,CA,Lassen County,40.721089,-120.629931,7.7,57705,33.2,300.00%
06043,CA,Mariposa County,37.570034,-119.91286,12.6,51402,26.5,300.00%
06077,CA,San Joaquin County,37.935034,-121.272237,492.6,63567,28.2,112.56%
08017,CO,Cheyenne County,38.835387,-102.604585,1,54504,36.4,100.00%
08021,CO,Conejos County,37.213407,-106.176447,6.4,38777,32.4,400.00%
08027,CO,Custer County,38.101994,-105.373515,5.8,55242,21,100.00%
08047,CO,Gilpin County,39.861082,-105.528947,36.3,72949,22,250.00%
08053,CO,Hinsdale County,37.811625,-107.383405,0.8,62149,25.7,100.00%
08065,CO,Lake County,39.204316,-106.349696,19.4,51802,27.1,133.33%
08085,CO,Montrose County,38.413427,-108.263042,18.4,52576,31.8,133.33%
08091,CO,Ouray County,38.1506,-107.767133,8.2,68900,18.2,300.00%
08099,CO,Prowers County,37.958181,-102.392161,7.7,42455,25.9,400.00%
08103,CO,Rio Blanco County,39.972606,-108.200685,2.1,63411,33.7,150.00%
12043,FL,Glades County,26.95481,-81.19082,16,38680,40.6,100.00%
12047,FL,Hamilton County,30.491102,-82.951049,28.8,36299,44,100.00%
12051,FL,Hendry County,26.53934,-81.151584,34,44391,34.8,161.54%
12065,FL,Jefferson County,30.424558,-83.890859,24.7,46332,33.3,400.00%
12077,FL,Liberty County,30.259849,-84.868581,10,40814,47.9,200.00%
13003,GA,Atkinson County,31.300562,-82.883614,24.7,36779,40.3,400.00%
13005,GA,Bacon County,31.563327,-82.387859,42.9,38775,41.9,500.00%
13017,GA,Ben Hill County,31.740776,-83.14719,70.5,35020,44.2,100.00%
13025,GA,Brantley County,31.197334,-81.982978,41.6,41874,46.6,175.00%
13035,GA,Butts County,33.290355,-83.958221,128.3,48831,44,200.00%
13055,GA,Chattooga County,34.474179,-85.345289,83,39513,38.7,130.00%
13079,GA,Crawford County,32.709446,-83.979182,38.9,48004,39.4,400.00%
13081,GA,Crisp County,31.914753,-83.753338,86,36096,39.1,475.00%
13087,GA,Decatur County,30.877961,-84.577744,46.6,38441,36.1,600.00%
13091,GA,Dodge County,32.160656,-83.156818,44,35636,42.3,400.00%
13109,GA,Evans County,32.151902,-81.887618,60.2,37319,37.5,300.00%
13125,GA,Glascock County,33.227491,-82.606913,21.4,42820,42.1,100.00%
13161,GA,Jeff Davis County,31.811615,-82.636825,45.6,37211,40.4,180.00%
13163,GA,Jefferson County,33.051874,-82.41905,32.2,38274,41.3,100.00%
13167,GA,Johnson County,32.689831,-82.661354,32.9,34849,44,100.00%
13175,GA,Laurens County,32.39322,-82.926317,60,42114,43.4,175.00%
13191,GA,McIntosh County,31.482978,-81.370199,33.8,42513,38.1,1133.33%
13193,GA,Macon County,32.366216,-84.052162,36.8,32868,34.1,300.00%
13201,GA,Miller County,31.162908,-84.730386,21.7,42483,38.1,183.33%
13215,GA,Muscogee County,32.510197,-84.874946,877.5,46628,27.3,162.77%
13219,GA,Oconee County,33.834125,-83.437728,178,99497,19.6,146.43%
13231,GA,Pike County,33.090769,-84.386627,82.7,66901,40.9,340.00%
13235,GA,Pulaski County,32.238794,-83.481855,48.2,40582,37.5,125.00%
13239,GA,Quitman County,31.861487,-85.009317,16.6,33908,34.3,100.00%
13243,GA,Randolph County,31.762651,-84.752311,18,28298,37.2,100.00%
13253,GA,Seminole County,30.933894,-84.867592,37.1,36869,39.6,250.00%
13259,GA,Stewart County,32.073225,-84.834912,13.2,33053,42.2,100.00%
13261,GA,Sumter County,32.042203,-84.204283,68,37562,33.2,300.00%
13263,GA,Talbot County,32.704603,-84.530029,17.5,37265,44.3,500.00%
13269,GA,Taylor County,32.554667,-84.251426,23.6,36310,37.5,200.00%
13271,GA,Telfair County,31.913639,-82.931062,37.7,34297,45.9,100.00%
13287,GA,Turner County,31.718232,-83.628567,31.3,33261,40.4,400.00%
13291,GA,Union County,34.83377,-83.989573,66.3,45943,34.2,200.00%
13321,GA,Worth County,31.551773,-83.84996,38,48708,41.8,100.00%
16021,ID,Boundary County,48.773065,-116.524619,8.6,47118,41.1,800.00%
16029,ID,Caribou County,42.786273,-111.544172,3.9,61219,32.6,100.00%
16033,ID,Clark County,44.286251,-112.36112,0.6,48471,23.6,200.00%
16053,ID,Jerome County,42.691172,-114.263009,37.5,54020,32.7,200.00%
16061,ID,Lewis County,46.236328,-116.42376,8,44911,29.4,100.00%
16079,ID,Shoshone County,47.347694,-115.885092,4.9,36085,38.5,125.00%
16087,ID,Washington County,44.448213,-116.79783,7,43402,36.5,200.00%
17005,IL,Bond County,38.885924,-89.436592,46.7,54800,36.8,300.00%
