FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01045,AL,Dale County,31.430654,-85.609476,89.6,45309,32.7,16.67%
01057,AL,Fayette County,33.732249,-87.752049,27.5,39254,41.5,13.33%
01061,AL,Geneva County,31.090866,-85.824346,46.6,37823,37.2,15.00%
01125,AL,Tuscaloosa County,33.290202,-87.52286,147.3,52557,29.9,4.12%
02020,AK,Anchorage Municipality,61.177549,-149.274354,171.2,82113,23.8,43.82%
02090,AK,Fairbanks North Star Borough,64.690832,-146.599867,13.3,74268,22.3,30.23%
02122,AK,Kenai Peninsula Borough,60.366373,-152.321973,3.4,65439,32.2,39.13%
02170,AK,Matanuska-Susitna Borough,62.182174,-149.407974,3.6,74649,32.2,14.29%
02185,AK,North Slope Borough,69.449343,-153.47283,0.1,89276,43,9.09%
02261,AK,Valdez-Cordova Census Area,61.34984,-145.023141,0.3,68528,32.7,38.10%
04005,AZ,Coconino County,35.829692,-111.773728,7.2,60187,21.4,22.76%
04007,AZ,Gila County,33.789618,-110.81187,11.3,43585,28.6,38.30%
04019,AZ,Pima County,32.128237,-111.783018,106.7,53395,22.5,1.11%
04023,AZ,Santa Cruz County,31.525904,-110.84519,38.3,40545,27.2,42.86%
04027,AZ,Yuma County,32.773942,-113.910905,35.5,44116,25.9,25.00%
05015,AR,Carroll County,36.337774,-93.541663,43.6,45023,34.6,27.27%
05019,AR,Clark County,34.053312,-93.176205,26.6,45408,30.5,9.09%
05027,AR,Columbia County,33.21507,-93.226901,32.1,40909,39.9,13.33%
05029,AR,Conway County,35.265702,-92.689248,38.5,44565,43.4,6.67%
05035,AR,Crittenden County,35.211878,-90.315331,83.5,42606,35,37.84%
05037,AR,Cross County,35.291259,-90.773894,29,41214,41.5,10.00%
05057,AR,Hempstead County,33.728611,-93.665809,31.1,38682,36.9,15.00%
05061,AR,Howard County,34.083179,-93.990988,23.4,40199,37.3,38.46%
05087,AR,Madison County,36.012545,-93.724053,18.8,42674,45.6,22.22%
05093,AR,Mississippi County,35.766943,-90.052209,51.6,36718,38.6,26.09%
05107,AR,Phillips County,34.425842,-90.848386,31.3,29945,30.1,30.00%
05123,AR,St. Francis County,35.014438,-90.742199,44.5,33257,38.8,6.45%
05141,AR,Van Buren County,35.582959,-92.515977,24.4,40486,43.9,35.71%
06001,CA,Alameda County,37.648081,-121.913304,2043.6,101744,17.6,0.10%
