FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
01019,AL,Cherokee County,34.069515,-85.654242,46.9,42132,38.3,80.00%
01065,AL,Hale County,32.752796,-87.623061,24.5,34724,42.6,75.00%
02180,AK,Nome Census Area,64.783686,-164.188912,0.4,55318,42.9,66.67%
04011,AZ,Greenlee County,33.238872,-109.242323,4.6,65818,36.2,50.00%
05059,AR,Hot Spring County,34.315177,-92.944147,53.5,47205,39.6,52.63%
05065,AR,Izard County,36.094879,-91.913625,23.6,37828,37.8,83.33%
06015,CA,Del Norte County,41.749903,-123.980998,28.4,48518,31.5,81.97%
06017,CA,El Dorado County,38.785532,-120.534398,106,81869,21.2,64.94%
06067,CA,Sacramento County,38.450011,-121.340441,1470.8,69475,22.3,52.74%
08001,CO,Adams County,39.874325,-104.331872,378.2,70199,28.4,53.60%
08005,CO,Arapahoe County,39.644632,-104.331733,716.7,76665,20.7,72.85%
08049,CO,Grand County,40.123289,-106.095876,8,69214,26.5,57.89%
08069,CO,Larimer County,40.663091,-105.482131,115.4,71306,19.2,65.82%
08085,CO,Montrose County,38.413427,-108.263042,18.4,52576,31.8,50.00%
08089,CO,Otero County,37.88417,-103.72126,14.9,40064,29.2,71.43%
08101,CO,Pueblo County,38.170658,-104.489893,66.7,48308,28.7,81.40%
08103,CO,Rio Blanco County,39.972606,-108.200685,2.1,63411,33.7,73.33%
08117,CO,Summit County,39.621023,-106.137555,46,80078,19,92.52%
09005,CT,Litchfield County,41.791897,-73.235428,206.3,76304,29.7,60.04%
10001,DE,Kent County,39.097088,-75.502982,276.9,54980,33.2,93.69%
12015,FL,Charlotte County,26.868826,-81.940858,235.2,52724,33.8,84.05%
12045,FL,Gulf County,29.907257,-85.256537,28.1,45426,37.3,66.67%
12093,FL,Okeechobee County,27.385592,-80.887388,52,42258,38.4,82.00%
12107,FL,Putnam County,29.606006,-81.740894,102.2,39578,40.7,53.57%
12127,FL,Volusia County,29.057617,-81.161813,449.2,50285,32.2,63.18%
12133,FL,Washington County,30.602217,-85.662797,42.7,39225,41.5,75.00%
13001,GA,Appling County,31.739712,-82.290103,36,42781,38.3,93.33%
13023,GA,Bleckley County,32.435403,-83.331717,60.5,46019,41.7,60.00%
13039,GA,Camden County,30.916358,-81.636516,82.4,56555,31.5,64.86%
13045,GA,Carroll County,33.582237,-85.080527,221.5,52502,33.2,75.89%
13047,GA,Catoosa County,34.899393,-85.137353,394.3,55807,32.4,65.56%
13163,GA,Jefferson County,33.051874,-82.41905,32.2,38274,41.3,50.00%
13213,GA,Murray County,34.797097,-84.73799,115,46810,37.8,53.85%
13239,GA,Quitman County,31.861487,-85.009317,16.6,33908,34.3,50.00%
13277,GA,Tift County,31.457003,-83.525931,154.9,45680,34.5,57.14%
13295,GA,Walker County,34.735827,-85.305385,154,43767,36.2,98.97%
13313,GA,Whitfield County,34.801726,-84.968541,353.2,47074,28.9,50.99%
15001,HI,Hawaii County,19.597764,-155.502443,45.9,56383,30.4,51.76%
15003,HI,Honolulu County,21.461364,-158.201976,1586.7,83695,26.2,67.42%
16013,ID,Blaine County,43.394482,-113.95529,8.1,76113,22.1,82.61%
16041,ID,Franklin County,42.173589,-111.822955,19.3,58170,36.3,95.24%
16049,ID,Idaho County,45.849237,-115.467376,1.9,40569,35.1,66.67%
17001,IL,Adams County,39.986053,-91.194961,78.5,55174,34.5,52.94%
17019,IL,Champaign County,40.13915,-88.197201,201.8,53251,21.7,99.03%
17031,IL,Cook County,41.894294,-87.645455,5495.1,63347,23.3,72.66%
17073,IL,Henry County,41.350021,-90.130838,61.3,58042,33.8,90.38%
17075,IL,Iroquois County,40.748867,-87.833601,26.6,55247,39.9,82.35%
17089,IL,Kane County,41.939594,-88.42804,990.8,79834,22.5,75.42%
17131,IL,Mercer County,41.204791,-90.741433,29.3,58384,39.3,88.89%
17161,IL,Rock Island County,41.468404,-90.572203,345,52642,29.9,88.95%
17167,IL,Sangamon County,39.756378,-89.662311,227.4,62242,27.9,62.35%
17191,IL,Wayne County,38.431948,-88.432129,23.5,50471,36.3,60.00%
17203,IL,Woodford County,40.789596,-89.210301,73.3,72247,32.1,74.26%
18005,IN,Bartholomew County,39.205843,-85.897999,188.7,63067,32.6,69.84%
18023,IN,Clinton County,40.305944,-86.477567,82,51730,44.1,64.52%
18029,IN,Dearborn County,39.151491,-84.97346,164.1,66502,40.2,52.94%
18045,IN,Fountain County,40.121282,-87.234806,43.6,53493,44.2,80.00%
18057,IN,Hamilton County,40.04987,-86.020586,696.4,101740,15.3,53.89%
18065,IN,Henry County,39.929576,-85.397338,126.2,50183,43.9,76.00%
18073,IN,Jasper County,41.017688,-87.118814,59.8,66720,42.3,65.45%
18077,IN,Jefferson County,38.783604,-85.44009,89.9,51031,42.3,94.74%
18085,IN,Kosciusko County,41.244293,-85.861575,145.6,57367,35.2,90.91%
18105,IN,Monroe County,39.160751,-86.523325,349.7,48883,21.9,73.30%
18113,IN,Noble County,41.400794,-85.41785,115.7,61341,40.7,51.11%
18155,IN,Switzerland County,38.825846,-85.029679,48.1,47713,48.6,50.00%
18157,IN,Tippecanoe County,40.38926,-86.893943,345.7,52269,25,69.96%
18175,IN,Washington County,38.600613,-86.104751,55,44534,43.6,58.33%
19045,IA,Clinton County,41.898073,-90.534243,70.7,51317,37.2,83.58%
19063,IA,Emmet County,43.377984,-94.66937,26,51497,33.3,82.76%
19069,IA,Franklin County,42.736549,-93.271425,18.4,59367,36,50.00%
19075,IA,Grundy County,42.403323,-92.790261,24.8,65060,30.8,60.00%
19097,IA,Jackson County,42.164281,-90.574597,31.2,54663,41.9,50.00%
19099,IA,Jasper County,41.685686,-93.052971,50.4,60378,42.4,64.15%
19147,IA,Palo Alto County,43.075854,-94.667297,16.7,55322,29,85.71%
19155,IA,Pottawattamie County,41.340184,-95.544905,98,56337,33.1,54.30%
20005,KS,Atchison County,39.532544,-95.313398,39.3,49332,37.6,64.29%
20127,KS,Morris County,38.687696,-96.644905,8.5,49287,37,75.00%
21053,KY,Clinton County,36.729124,-85.153499,52.1,31118,38.8,84.62%
21057,KY,Cumberland County,36.784227,-85.393499,22.5,33541,41.6,85.71%
21095,KY,Harlan County,36.859223,-83.221497,62.9,29521,34.7,98.00%
21105,KY,Hickman County,36.675916,-88.97202,20.2,44290,39.4,50.00%
21115,KY,Johnson County,37.84926,-82.830639,89.2,39381,34.8,53.85%
21133,KY,Letcher County,37.118503,-82.861175,72.6,32321,37.5,94.44%
21147,KY,McCreary County,36.731136,-84.491052,42.9,30029,42.7,88.24%
21167,KY,Mercer County,37.812085,-84.879695,85.7,53921,38.4,53.33%
21189,KY,Owsley County,37.423452,-83.691566,24.1,26278,37,69.23%
21233,KY,Webster County,37.520021,-87.685095,41,47132,46.1,50.00%
22003,LA,Allen Parish,30.652744,-92.819605,33.8,44395,42.9,83.33%
22029,LA,Concordia Parish,31.469806,-91.626314,29.9,35840,41.4,84.62%
23001,ME,Androscoggin County,44.167681,-70.207435,230.2,49935,36.5,63.64%
23009,ME,Hancock County,44.564906,-68.370703,34.3,52148,32.3,80.95%
23031,ME,York County,43.427239,-70.670402,199,65984,30.6,54.26%
24005,MD,Baltimore County,39.443167,-76.616569,1345.5,75836,26.2,70.71%
24025,MD,Harford County,39.537429,-76.299789,560.1,87959,26.6,85.60%
24037,MD,St. Mary's County,38.222666,-76.534271,294.4,89964,30,50.59%
24041,MD,Talbot County,38.749427,-76.17913,140.7,64245,25.6,82.35%
24510,MD,Baltimore city,39.300214,-76.610516,7671.5,50501,29.9,65.66%
25005,MA,Bristol County,41.748576,-71.087062,991.3,66005,29.9,65.29%
25011,MA,Franklin County,42.583791,-72.591655,102.1,58992,28,82.81%
25013,MA,Hampden County,42.136198,-72.635648,751,52682,29.5,57.32%
25025,MA,Suffolk County,42.33196,-71.020173,12415.6,68743,22.4,60.45%
26009,MI,Antrim County,45.005457,-85.175625,49.6,56456,32,78.95%
26019,MI,Benzie County,44.648621,-86.494317,54.8,51905,31.8,58.62%
26021,MI,Berrien County,41.792639,-86.741822,276.2,51509,28.9,51.48%
26037,MI,Clinton County,42.950455,-84.591695,133.1,70967,27,55.13%
26059,MI,Hillsdale County,41.864475,-84.642409,78.1,50388,38.5,64.15%
26067,MI,Ionia County,42.94465,-85.073766,111.9,61667,39.6,92.70%
26075,MI,Jackson County,42.248474,-84.420868,228.4,52047,33,79.75%
26115,MI,Monroe County,41.916097,-83.487106,276.7,62522,36.1,96.75%
26145,MI,Saginaw County,43.328267,-84.05541,250.2,48805,33.6,84.40%
26159,MI,Van Buren County,42.283986,-86.305697,125.5,57363,31.9,83.96%
27003,MN,Anoka County,45.27411,-93.242723,782.1,82284,27.9,74.24%
27005,MN,Becker County,46.937629,-95.741757,24.7,59440,32,68.97%
27007,MN,Beltrami County,47.878825,-94.986698,17.7,47073,28.1,87.50%
27025,MN,Chisago County,45.505444,-92.903849,129.9,82814,33.9,51.72%
27037,MN,Dakota County,44.670893,-93.062481,709,86403,20.6,55.18%
27039,MN,Dodge County,44.020706,-92.869353,45.7,75955,34.7,70.59%
27053,MN,Hennepin County,45.006064,-93.475185,2081.7,76067,16.7,64.29%
27075,MN,Lake County,47.517111,-91.411704,5.2,61015,31.5,50.00%
27095,MN,Mille Lacs County,45.929043,-93.632996,45.6,53289,38.1,85.06%
27105,MN,Nobles County,43.677686,-95.763132,29.9,55766,32.5,78.95%
27119,MN,Polk County,47.774254,-96.400027,16,60180,32.3,78.57%
27123,MN,Ramsey County,45.01525,-93.100141,3341.6,62937,20.9,56.87%
27135,MN,Roseau County,48.761066,-95.82153,9.3,60239,34.9,75.00%
27141,MN,Sherburne County,45.443171,-93.775092,204.4,81850,27.8,61.68%
27143,MN,Sibley County,44.575734,-94.230123,25.9,66209,39.2,70.97%
27145,MN,Stearns County,45.555235,-94.610482,112.2,60843,27.9,99.44%
27151,MN,Swift County,45.27545,-95.690398,13.2,51552,33.5,66.67%
27153,MN,Todd County,46.066569,-94.900576,26.3,58113,36.4,56.76%
27161,MN,Waseca County,44.01846,-93.589844,45.2,58335,35.8,90.62%
27163,MN,Washington County,45.037929,-92.890117,619.7,95840,21.1,86.45%
28017,MS,Chickasaw County,33.921654,-88.945808,34.7,37429,37,55.56%
28023,MS,Clarke County,32.048448,-88.685964,24.2,41495,36.4,50.00%
28075,MS,Lauderdale County,32.403998,-88.660449,114.1,40077,28.8,65.43%
29005,MO,Atchison County,40.431846,-95.437555,10.4,49122,39.6,60.00%
29053,MO,Cooper County,38.845386,-92.812323,31.2,52513,38.8,75.00%
29055,MO,Crawford County,37.966561,-91.313933,33.3,42774,39.3,73.58%
29115,MO,Linn County,39.86444,-93.108019,20.7,44992,46,60.00%
29117,MO,Livingston County,39.778587,-93.548201,28.5,48749,38.7,75.00%
29161,MO,Phelps County,37.866326,-91.790349,67.2,43079,29.9,68.75%
29181,MO,Ripley County,36.648902,-90.86706,22.4,32802,42,81.82%
30017,MT,Custer County,46.261481,-105.550508,3.1,50525,29.7,80.00%
30031,MT,Gallatin County,45.535559,-111.173443,34.4,67569,18.8,74.49%
30041,MT,Hill County,48.628331,-110.106372,5.6,50136,29.7,50.00%
30053,MT,Lincoln County,48.542232,-115.404343,5.4,40602,34.9,93.33%
30089,MT,Sanders County,47.756469,-115.180225,4.1,39861,42.7,50.00%
31011,NE,Boone County,41.7054,-98.066794,8,51911,34.3,66.67%
31053,NE,Dodge County,41.577008,-96.645853,69.4,51682,36.3,83.33%
31101,NE,Keith County,41.194404,-101.644474,7.9,52086,31.8,50.00%
31111,NE,Lincoln County,41.050322,-100.744481,14.2,56803,30,89.29%
31153,NE,Sarpy County,41.115064,-96.109125,664.6,79358,21.1,95.58%
32019,NV,Lyon County,39.022214,-119.197417,26,59732,32.5,95.83%
33001,NH,Belknap County,43.519109,-71.425366,150.1,64777,28.5,76.06%
33003,NH,Carroll County,43.867567,-71.201665,51.4,59413,29.9,65.00%
33011,NH,Hillsborough County,42.911643,-71.723101,457.4,78714,26.3,65.40%
33017,NH,Strafford County,43.293177,-71.035927,333.7,69919,28,67.67%
33019,NH,Sullivan County,43.361188,-72.222084,81.4,60034,37.2,64.52%
34037,NJ,Sussex County,41.137424,-74.691855,287.6,92284,31.4,55.97%
36009,NY,Cattaraugus County,42.244853,-78.681006,61.4,48017,39.4,52.38%
36011,NY,Cayuga County,43.008546,-76.574587,115.7,52945,33,53.52%
36017,NY,Chenango County,42.489732,-75.604905,56.5,50312,39,62.50%
36029,NY,Erie County,42.752759,-78.778192,881.4,56375,27.7,75.45%
36053,NY,Madison County,42.910026,-75.663575,112.2,59114,34,80.26%
36055,NY,Monroe County,43.464475,-77.664656,1132.6,60240,24,57.05%
36057,NY,Montgomery County,42.900891,-74.435358,124.6,43799,35.2,97.30%
36091,NY,Saratoga County,43.106135,-73.855387,271.1,83210,24.5,53.41%
36097,NY,Schuyler County,42.419776,-76.938604,55.9,50190,36.5,72.00%
36101,NY,Steuben County,42.266725,-77.385525,71.2,54862,37.4,89.34%
36105,NY,Sullivan County,41.720176,-74.76468,80.1,51985,33.6,55.91%
36113,NY,Warren County,43.555105,-73.838139,75.8,56694,31.8,55.24%
36115,NY,Washington County,43.312377,-73.439428,76.1,55913,38.2,65.26%
36117,NY,Wayne County,43.458758,-77.063164,155.3,61118,34.6,62.83%
37003,NC,Alexander County,35.920951,-81.177467,143.1,49138,38.6,79.41%
37087,NC,Haywood County,35.557097,-82.972807,106.6,47183,26.5,72.00%
37113,NC,Macon County,35.152959,-83.421901,65.8,46426,30.6,94.44%
37173,NC,Swain County,35.568849,-83.465614,26.5,43121,31.1,75.00%
38003,ND,Barnes County,46.94255,-98.070195,7.4,54984,28.2,60.00%
38053,ND,McKenzie County,47.742475,-103.403215,2.3,76224,28.8,61.54%
39011,OH,Auglaize County,40.561309,-84.224018,114.5,63754,43.7,51.43%
39023,OH,Clark County,39.917032,-83.783676,348,50089,36.8,53.21%
39037,OH,Darke County,40.132176,-84.620438,88.5,53853,48.6,66.67%
39053,OH,Gallia County,38.817046,-82.301746,66.3,43785,40.7,77.27%
39057,OH,Greene County,39.687479,-83.894894,390.5,68380,24.4,80.93%
39063,OH,Hancock County,41.000471,-83.666034,140.7,61579,36.2,87.72%
39079,OH,Jackson County,39.013477,-82.614142,79,44726,41.8,72.41%
39083,OH,Knox County,40.40362,-82.422393,115.9,56885,40,89.66%
39099,OH,Mahoning County,41.01088,-80.770396,580.2,48010,38,62.20%
39131,OH,Pike County,39.071365,-83.052921,65.2,45163,40.4,67.86%
39149,OH,Shelby County,40.33668,-84.204143,121.2,63398,42.5,55.17%
